term,definition,source,page
Nirmanachitta,Manufactured mind; manufacturing mind.,Glossary_Sanskrit_Terms.pdf,86
Nirmanakaya,Manufactured body.,Glossary_Sanskrit_Terms.pdf,86
Nirmoha,Without attachment; without delusion.,Glossary_Sanskrit_Terms.pdf,86
Nirnaya,Ascertainment; establishing.,Glossary_Sanskrit_Terms.pdf,86
Nirodha,Restraint; suppression; destruction.,Glossary_Sanskrit_Terms.pdf,86
Nirodhabhumi,"The state in which the mind is, when tinder control.",Glossary_Sanskrit_Terms.pdf,86
Nirodhaparinama,Modification of control.,Glossary_Sanskrit_Terms.pdf,86
Niruddha,Controlled.,Glossary_Sanskrit_Terms.pdf,86
Nirudyoga,Without effort.,Glossary_Sanskrit_Terms.pdf,86
Nirukta,Etymology (of the Vedas).,Glossary_Sanskrit_Terms.pdf,86
Nirupadhika,Without any limiting adjunct.,Glossary_Sanskrit_Terms.pdf,87
Nirupana,Investigation or ascertainment.,Glossary_Sanskrit_Terms.pdf,87
Nirvana,Liberation; final emancipation.,Glossary_Sanskrit_Terms.pdf,87
Nirvedya,Unknowable.,Glossary_Sanskrit_Terms.pdf,87
Nirvichara,Without argumentation; without logic and enquiry.,Glossary_Sanskrit_Terms.pdf,87
Nirvicharasamadhi,Superconscious state where there is no intellectual enquiry.,Glossary_Sanskrit_Terms.pdf,87
Nirvikalpa,Without the modifications of the mind.,Glossary_Sanskrit_Terms.pdf,87
Nirvikalpasamadhi,"The superconscious state where there is no mind or the triad, viz., knower, known and knowledge, or any idea whatsoever. See Asamprajnata- samadhi.",Glossary_Sanskrit_Terms.pdf,87
Nirvikara,Unchanging; without modifications.,Glossary_Sanskrit_Terms.pdf,87
Nirvisesha,Without any special characteristics.,Glossary_Sanskrit_Terms.pdf,87
Nirviseshachinmatra,Undifferentiated consciousness alone.,Glossary_Sanskrit_Terms.pdf,87
Nirviseshatva,Absence of distinctive attributes.,Glossary_Sanskrit_Terms.pdf,87
Nirvishaya,Without sense-activity; without object.,Glossary_Sanskrit_Terms.pdf,87
Nirvitarkasamadhi,Superconscious state where there is no intellectual argumentation or logic.,Glossary_Sanskrit_Terms.pdf,87
Nischaya,Conviction; determination.,Glossary_Sanskrit_Terms.pdf,87
Nischayatmaka,With firm conviction or determination.,Glossary_Sanskrit_Terms.pdf,87
Nischayavritti,The Vritti or state of mind where there is determination.,Glossary_Sanskrit_Terms.pdf,87
Nishedha,Prohibition (enjoined by the scripture).,Glossary_Sanskrit_Terms.pdf,87
Nishiddhakarma,Forbidden action according to Vedas or the Smritis.,Glossary_Sanskrit_Terms.pdf,87
Nishkala,Without parts; without taint; spotless.,Glossary_Sanskrit_Terms.pdf,87
Nishkama,Without desire.,Glossary_Sanskrit_Terms.pdf,87
Nishkamabhava,"Motiveless, spontaneous feeling; the attitude of non-expectation of fruits of action.",Glossary_Sanskrit_Terms.pdf,88
Nishkamakarma,Action without expectation of fruits.,Glossary_Sanskrit_Terms.pdf,88
Nishkampana,Unshakable.,Glossary_Sanskrit_Terms.pdf,88
Nishkriya,Without action; without movement.,Glossary_Sanskrit_Terms.pdf,88
Nishkriyarupa,Of the form of actionlessness; a feature of the Supreme State or Brahman.,Glossary_Sanskrit_Terms.pdf,88
Nishtha,Steadfastness; establishment in a certain state.,Glossary_Sanskrit_Terms.pdf,88
Nitya,Eternal; daily; obligatory; permanent.,Glossary_Sanskrit_Terms.pdf,88
Nityabuddhi,Idea of stability; the intellect that considers the world as real.,Glossary_Sanskrit_Terms.pdf,88
Nityakarma,"Daily obligatory rite, as Sandhyavandana, etc.",Glossary_Sanskrit_Terms.pdf,88
Nityamukta,Eternally free.,Glossary_Sanskrit_Terms.pdf,88
Nityanityavastuviveka,Discrimination between the Real and the unreal.,Glossary_Sanskrit_Terms.pdf,88
Nityapralaya,Dissolution of everyday occurrence during the individual’s sound sleep.,Glossary_Sanskrit_Terms.pdf,88
Nityasarga,Daily creation; awakening of the individual in the morning.,Glossary_Sanskrit_Terms.pdf,88
Nityasiddha,Eternally perfect.,Glossary_Sanskrit_Terms.pdf,88
Nityasuddha,Eternally pure.,Glossary_Sanskrit_Terms.pdf,88
Nityasukha,Eternal happiness.,Glossary_Sanskrit_Terms.pdf,88
Nityata,Eternity.,Glossary_Sanskrit_Terms.pdf,88
Nityatripti,Eternal satisfaction.,Glossary_Sanskrit_Terms.pdf,88
Nityayukta,Eternally united (with the Absolute).,Glossary_Sanskrit_Terms.pdf,88
Nivarasuka,The tail end of a paddy.,Glossary_Sanskrit_Terms.pdf,88
Nivritti,Renunciation; retrospective life; stepping back from worldly activity.,Glossary_Sanskrit_Terms.pdf,88
Nivrittimarga,The path of renunciation or Sannyasa; the path of return to Para Brahman.,Glossary_Sanskrit_Terms.pdf,88
Nivrittirupa,Of the very form of renunciation and de tachment; Atman or Brahman.,Glossary_Sanskrit_Terms.pdf,89
Niyama,"The second step in Raja Yoga; internal and external purification, contentment, mortification, study, and worship of God, constitute Niyama; observance.",Glossary_Sanskrit_Terms.pdf,89
Niyamaka,He who controls; God or Isvara.,Glossary_Sanskrit_Terms.pdf,89
Niyamavidhi,An injunction on the method of carrying out or performing scriptural injunctions and observances.,Glossary_Sanskrit_Terms.pdf,89
Nritya,Dance. Lord Siva’s Dance is known as the Tandava Nritya.,Glossary_Sanskrit_Terms.pdf,89
Nriyajna,"Service of human beings; one of the five daily sacrificial rites enjoined on all householders; feeding of the guest, the poor, etc.",Glossary_Sanskrit_Terms.pdf,89
Nyagrodha,The Indian fig (tree); the Sami tree.,Glossary_Sanskrit_Terms.pdf,89
Nyasa,Renunciation; laying down.,Glossary_Sanskrit_Terms.pdf,89
Nyaya,Logic; one of the six schools of Indian philosophy. O,Glossary_Sanskrit_Terms.pdf,89
Ojas,Vigour; spiritual energy; vitality; the spiritual force developed through the creative power of celibacy Yoga Sadhana.,Glossary_Sanskrit_Terms.pdf,89
Om,The Pranava or the sacred syllable symbolising Brahman.,Glossary_Sanskrit_Terms.pdf,89
Omkara,Same as Om.,Glossary_Sanskrit_Terms.pdf,89
Omtatsat,"A designation of Brahman; used as a benediction, a solemn invocation of the divine blessing.",Glossary_Sanskrit_Terms.pdf,89
Oshadhiyoga,Yoga in which herbal preparations administered to cure defective health.,Glossary_Sanskrit_Terms.pdf,89
Pada,Foot; one-fourth portion.,Glossary_Sanskrit_Terms.pdf,90
Padartha,Substance; material.,Glossary_Sanskrit_Terms.pdf,90
Padarthabhavana,Knowledge of the Truth; the sixth of the Jnana-bhumikas or states of knowledge where the Jnani perceives the inner essence and not the outer physical form of things. Lotus; Chakra; a name for the plexus.,Glossary_Sanskrit_Terms.pdf,90
Padmasana,The lotus pose; a meditative posture.,Glossary_Sanskrit_Terms.pdf,90
Padya,Water offered to wash the feet with; one of the sixteen modes of honouring the deity in formal worship.,Glossary_Sanskrit_Terms.pdf,90
Pancha,Five.,Glossary_Sanskrit_Terms.pdf,90
Panchagnividya,Science of five fires; esoteric explanation of five processes of sacrifices. (See Chhandogya Upanishad).,Glossary_Sanskrit_Terms.pdf,90
Panchakosa,Five sheaths of ignorance enveloping the Self.,Glossary_Sanskrit_Terms.pdf,90
Panchakshara,"Mantra of Lord Siva, consisting of five letters, viz., (Om) Na-mah-si-va-ya.",Glossary_Sanskrit_Terms.pdf,90
Panchikarana,"Quintuplication; according to the Vedanta school, a particular process by which the five kinds of the elementary constituents of the universe are said to be compounded with one another to form grosser entities that serve as units in the composition of the physical universe.",Glossary_Sanskrit_Terms.pdf,90
Panchikrita,Quintuplicated.,Glossary_Sanskrit_Terms.pdf,90
Pandita,A learned man; a scholar; a man of wisdom ( Pundit).,Glossary_Sanskrit_Terms.pdf,90
Panditya,Erudition; learning; intellectual mastery.,Glossary_Sanskrit_Terms.pdf,90
Papa,Sin; a wicked action; evil; demerit.,Glossary_Sanskrit_Terms.pdf,90
Papapurusha,Evil personified; personification of the sinful part of the individual.,Glossary_Sanskrit_Terms.pdf,90
Para,Supreme; other; enemy.,Glossary_Sanskrit_Terms.pdf,91
Parabhakti,"Supreme devotion to God, when the devotee sees his Ishtham everywhere. Here the devotee transcends all forms of ritualistic worship. This leads to Jnana.",Glossary_Sanskrit_Terms.pdf,91
Paradharma,Duty pertaining to another.,Glossary_Sanskrit_Terms.pdf,91
Paragati,Highest state; Moksha.,Glossary_Sanskrit_Terms.pdf,91
Parakayapravesa,Entering into another body;’ ower by which the Yogi can leave his own body and into and animate another body.,Glossary_Sanskrit_Terms.pdf,91
Param-brahma,The Supreme Absolute; the transendental Reality.,Glossary_Sanskrit_Terms.pdf,91
Parama,Highest; Supreme.,Glossary_Sanskrit_Terms.pdf,91
Paramadhama,"Supreme Abode; Brahman, Moksha",Glossary_Sanskrit_Terms.pdf,91
Paramahamsa,The fourth or the highest class Sannyasins.,Glossary_Sanskrit_Terms.pdf,91
Paramakarana,The supreme cause of all causes.,Glossary_Sanskrit_Terms.pdf,91
Paramananda,Supreme Bliss.,Glossary_Sanskrit_Terms.pdf,91
Paramanandaprapti,Attainment of Supreme Bliss.,Glossary_Sanskrit_Terms.pdf,91
Paramanu,"A sub-atomic particle, such as electron.",Glossary_Sanskrit_Terms.pdf,91
Paramapada,Supreme state; Moksha.,Glossary_Sanskrit_Terms.pdf,91
Paramarthadrishti,Right vision; intuition.,Glossary_Sanskrit_Terms.pdf,91
Paramarthika,In an absolute sense (as opposed Vyavaharika or relative).,Glossary_Sanskrit_Terms.pdf,91
Paramarthikasatta,The Absolute Reality; Transcendental Truth; Param Brahman.,Glossary_Sanskrit_Terms.pdf,91
Paramasanti,Supreme peace; absolute peace.,Glossary_Sanskrit_Terms.pdf,91
Paramatma,The Supreme Self.,Glossary_Sanskrit_Terms.pdf,91
Paramavasyata,Supreme control over the mind an the senses.,Glossary_Sanskrit_Terms.pdf,91
Paramesthi,"The exalted one; a name generally applied It, Brahma or Hiranyagarbha, and sometimes even to Lord",Glossary_Sanskrit_Terms.pdf,91
Paramesvara,The Supreme Lord.,Glossary_Sanskrit_Terms.pdf,92
Paramjyotih,Supreme Light; Brahman.,Glossary_Sanskrit_Terms.pdf,92
Paraprakriti,The higher cosmic energy through which the Supreme Brahman appears as individual souls.,Glossary_Sanskrit_Terms.pdf,92
Para sabda,Supreme sound which is in an undifferentiated state; the first Avyakta state of sound.,Glossary_Sanskrit_Terms.pdf,92
Parasamvit,Supreme knowledge or consciousness.,Glossary_Sanskrit_Terms.pdf,92
Parasparadhyasa,"Mutual superimposition, viz., lie body is mistaken for the Self and the Self is considered as the body.",Glossary_Sanskrit_Terms.pdf,92
Paratantra,Dependent on another.,Glossary_Sanskrit_Terms.pdf,92
Paratantrasattabhava,Possibility of dependent existence.,Glossary_Sanskrit_Terms.pdf,92
Paratpara,Greater than the great; higher than the high.,Glossary_Sanskrit_Terms.pdf,92
Paravairagya,Highest type of dispassion; the mind turns away completely from worldly objects and cannot be brought back to them under any circumstances.,Glossary_Sanskrit_Terms.pdf,92
Paravastu,Supreme Substance; Brahman.,Glossary_Sanskrit_Terms.pdf,92
Paravidya,Higher knowledge; direct knowledge of Brahman.,Glossary_Sanskrit_Terms.pdf,92
Parayana,The ultimate ground; the sole refuge.,Glossary_Sanskrit_Terms.pdf,92
Parichhinna,Finite; conditioned; limited.,Glossary_Sanskrit_Terms.pdf,92
Parigraha,Grasping; accepting; covering.,Glossary_Sanskrit_Terms.pdf,92
Parinama,Transformation; modification; change; of result.,Glossary_Sanskrit_Terms.pdf,92
Parinamanitya,Changing eternal; Maya.,Glossary_Sanskrit_Terms.pdf,92
Parinamasrishti,Creation by evolution and actual change according to Sankhya.,Glossary_Sanskrit_Terms.pdf,92
Parinamavada,The doctrine of transformation (of the school of qualified non-dualism of Sri Ramanuja) holding that God actually transforms a portion of His Being into the,Glossary_Sanskrit_Terms.pdf,92
Parinamopadana,"That material cause w evolves out of itself an effect which is essentially one with e.g., the Pradhana of the Sankhyas.",Glossary_Sanskrit_Terms.pdf,93
Pariplava,Stories prescribed for recitation in the intervals of performing the horse-sacrifice.,Glossary_Sanskrit_Terms.pdf,93
Paripurna,All-full; self-contained.,Glossary_Sanskrit_Terms.pdf,93
Parispanda,Vibration.,Glossary_Sanskrit_Terms.pdf,93
Parivara,Train of attendants.,Glossary_Sanskrit_Terms.pdf,93
Parivrajaka,Roaming ascetic; itinerant monk Sannyasin.,Glossary_Sanskrit_Terms.pdf,93
Parivrajya,The state of a wandering Sannyasin.,Glossary_Sanskrit_Terms.pdf,93
Paroksha,Indirect; that which cannot be perceived by eyes directly.,Glossary_Sanskrit_Terms.pdf,93
Parokshajnana,"Indirect knowledge of Brah through the study of the Vedas, etc.",Glossary_Sanskrit_Terms.pdf,93
Paropakara,The good and welfare of others; service to others.,Glossary_Sanskrit_Terms.pdf,93
Parvati,An incarnation of the Divine Mother; Consort Lord Siva.,Glossary_Sanskrit_Terms.pdf,93
Pasupati,Lord of the individual souls (which are Pasus or cattle); a name of Lord Siva.,Glossary_Sanskrit_Terms.pdf,93
Pasvachara,Conduct of the brutes; a Tantric course spiritual discipline for the least advanced aspirants.,Glossary_Sanskrit_Terms.pdf,93
Pasyanti,The subtle or the second state of sound whi in its grossest form is manifest as the audible sound upon physical plane.,Glossary_Sanskrit_Terms.pdf,93
Pativratadharma,The rules of life of a chaste woman devoted to her husband.,Glossary_Sanskrit_Terms.pdf,93
Pavana,Wind-god.,Glossary_Sanskrit_Terms.pdf,93
Payasa,A liquid offering to gods prepared with rice,Glossary_Sanskrit_Terms.pdf,93
Payovrata,A kind of austere observance where one lives on milk alone.,Glossary_Sanskrit_Terms.pdf,94
Payu,Organ of excretion; anus.,Glossary_Sanskrit_Terms.pdf,94
Phala,Fruit; effect; one of the Shadlingas; the last of the chapters in the Brahma Sutras.,Glossary_Sanskrit_Terms.pdf,94
Phalahara,"Fruit-diet (usually taken by Yogis, spiritual aspirants and performers of austerities).",Glossary_Sanskrit_Terms.pdf,94
Pinaka,The bow of Lord Siva.,Glossary_Sanskrit_Terms.pdf,94
Pindanda,The world of the body; microcosm; Kshudrabrahmanda as opposed to the macrocosm or cosmos ( Brahmanda).,Glossary_Sanskrit_Terms.pdf,94
Pingala,A Nadi or psychic nerve current which terminates in the right nostril; it is the solar Nadi; it is heating in its effect.,Glossary_Sanskrit_Terms.pdf,94
Pippala,Holy fig (tree).,Glossary_Sanskrit_Terms.pdf,94
Pisuna,Treacherous; crooked.,Glossary_Sanskrit_Terms.pdf,94
Pitambara,"Celestial silk garment decorated with gold, worn by Lord Vishnu or Lord Krishna.",Glossary_Sanskrit_Terms.pdf,94
Pitri,"The departed ancestor; a divine hierarchy like Yama, consisting of deceased progenitors and ancestors; the manes.",Glossary_Sanskrit_Terms.pdf,94
Pitriloka,The world occupied by the divine hierarchy of ancestors.,Glossary_Sanskrit_Terms.pdf,94
Pitriyajna,Oblations for gratifying the manes; one of the five daily sacrificial rites enjoined on all householders; libations to ancestors.,Glossary_Sanskrit_Terms.pdf,94
Pitriyana,"The path of the fathers or the manes, through which an individual soul, on doing good works of merit,",Glossary_Sanskrit_Terms.pdf,94
Pitrya,Pertaining to the Pitris or the deceased ancestors.,Glossary_Sanskrit_Terms.pdf,95
Pluta,Elongated accent with three Matras.,Glossary_Sanskrit_Terms.pdf,95
Praajna,A name according to Vedanta Philosophy of the individual in the causal state (as in sound sleep); the Supreme Reality appears as such through the veil of an individual casual body.,Glossary_Sanskrit_Terms.pdf,95
Prabhu,Lord.,Glossary_Sanskrit_Terms.pdf,95
Prabuddha,Awakened; conscious of the Ultimate Reality.,Glossary_Sanskrit_Terms.pdf,95
Pradakshina,"Circumambulation; going round a holy place, temple or a holy person.",Glossary_Sanskrit_Terms.pdf,95
Pradesamatra,Measured by span.,Glossary_Sanskrit_Terms.pdf,95
Pradhana,"A Sankhya term for Prakriti; the chief; the root base of all elements; undifferentiated matter; the material cause of the world in the Sankhya philosophy, corresponding to Maya in Vedanta. It, however, differs",Glossary_Sanskrit_Terms.pdf,95
from Maya in the following points,"It is real, while Maya is unreal or phenomenal; it is independent of Spirit, while Maya is dependent on God.",Glossary_Sanskrit_Terms.pdf,95
Pragabhava,Antecedent non-existence.,Glossary_Sanskrit_Terms.pdf,95
Prahara,A period of roughly three hours’ duration.,Glossary_Sanskrit_Terms.pdf,95
Prajakama,Desirous of offspring.,Glossary_Sanskrit_Terms.pdf,95
Prajapati,"Progenitor; Creator; a Hindu deity, also called Brahma; the creator; the name given to Brahma’s ten sons who were the first and original ancestors of the human race.",Glossary_Sanskrit_Terms.pdf,95
Prajna,Consciousness; awareness.,Glossary_Sanskrit_Terms.pdf,95
Prajnanaghana,Mass of consciousness; Brahman.,Glossary_Sanskrit_Terms.pdf,95
Prajnatma,The intelligent self; the conscious internal self.,Glossary_Sanskrit_Terms.pdf,95
Prakamya,A psychic power by which the Yogi touches the heaven; freedom of will; one of the eight major Siddhis.,Glossary_Sanskrit_Terms.pdf,96
Prakara,Mode.,Glossary_Sanskrit_Terms.pdf,96
Prakarana,Subect-matter; section.,Glossary_Sanskrit_Terms.pdf,96
Prakaranagrantha,"A book which, being connected with a particular part of the scripture, serves a special purpose of it.",Glossary_Sanskrit_Terms.pdf,96
Prakasa,Luminosity; light; brightness.,Glossary_Sanskrit_Terms.pdf,96
Prakasaka,Revealer; illuminator.,Glossary_Sanskrit_Terms.pdf,96
Prakasya,Object revealed or illumined.,Glossary_Sanskrit_Terms.pdf,96
Prakata,Manifest; revealed.,Glossary_Sanskrit_Terms.pdf,96
Prakritapralaya,"Cosmic dissolution at the end of Hiranyagarbha’s span of life, when He is liberated.",Glossary_Sanskrit_Terms.pdf,96
Prakriti,Causal matter; Sakti; name of Pradhana of the Sankhyas.,Glossary_Sanskrit_Terms.pdf,96
Prakritilaya,He who is submerged in Prakriti.,Glossary_Sanskrit_Terms.pdf,96
Prakriyagrantha,Scripture that deals with categories of a subject.,Glossary_Sanskrit_Terms.pdf,96
Pralaya,"Complete merging; dissolution when the cosmos merges into (1) its unseen immediate cause, viz., the unmanifested cosmic energy, or (2) the Ultimate Substratum of Absolute Reality. Dissolutions are of four kinds, Nitya, Naimittika, Prakrita and Atyantika. The first three are of type (1) and the last of type (2).",Glossary_Sanskrit_Terms.pdf,96
